País,Área geográfica,Quintil,Años,id_fuente,ids_notas,iso3,valor
Argentina,Urbana,Quintil 4,2011,26,337,ARG,12.5
Argentina,Urbana,Quintil 5,2011,26,337,ARG,6
Argentina,Urbana,Total quintiles,2011,26,337,ARG,18.8
Argentina,Urbana,Quintil 1,2012,26,337,ARG,35.5
Argentina,Urbana,Quintil 2,2012,26,337,ARG,28.4
Argentina,Urbana,Quintil 3,2012,26,337,ARG,17.7
Argentina,Urbana,Quintil 4,2012,26,337,ARG,11.3
Argentina,Urbana,Quintil 5,2012,26,337,ARG,6.6
Argentina,Urbana,Total quintiles,2012,26,337,ARG,18.8
Argentina,Urbana,Quintil 1,2013,26,337,ARG,35.2
Argentina,Urbana,Quintil 2,2013,26,337,ARG,28.1
Argentina,Urbana,Quintil 3,2013,26,337,ARG,19.8
Argentina,Urbana,Quintil 4,2013,26,337,ARG,13.5
Argentina,Urbana,Quintil 5,2013,26,337,ARG,5.8
Argentina,Urbana,Total quintiles,2013,26,337,ARG,19.3
Argentina,Urbana,Quintil 1,2014,26,337,ARG,35.2
Argentina,Urbana,Quintil 2,2014,26,337,ARG,29.7
Argentina,Urbana,Quintil 3,2014,26,337,ARG,21.2
Argentina,Urbana,Quintil 4,2014,26,337,ARG,11.7
Argentina,Urbana,Quintil 5,2014,26,337,ARG,6.3
Argentina,Urbana,Total quintiles,2014,26,337,ARG,19.5
Argentina,Urbana,Quintil 1,2016,26,337,ARG,31.2
Argentina,Urbana,Quintil 2,2016,26,337,ARG,24.2
Argentina,Urbana,Quintil 3,2016,26,337,ARG,15.6
Argentina,Urbana,Quintil 4,2016,26,337,ARG,10.5
Argentina,Urbana,Quintil 5,2016,26,337,ARG,5.1
Argentina,Urbana,Total quintiles,2016,26,337,ARG,16.3
Argentina,Urbana,Quintil 1,2017,26,337,ARG,30
Argentina,Urbana,Quintil 2,2017,26,337,ARG,22.1
Argentina,Urbana,Quintil 3,2017,26,337,ARG,14
Argentina,Urbana,Quintil 4,2017,26,337,ARG,9.9
Argentina,Urbana,Quintil 5,2017,26,337,ARG,5
Argentina,Urbana,Total quintiles,2017,26,337,ARG,15.3
Argentina,Urbana,Quintil 1,2018,26,337,ARG,29.3
Argentina,Urbana,Quintil 2,2018,26,337,ARG,23
Argentina,Urbana,Quintil 3,2018,26,337,ARG,12
Argentina,Urbana,Quintil 4,2018,26,337,ARG,10.3
Argentina,Urbana,Quintil 5,2018,26,337,ARG,4.6
Argentina,Urbana,Total quintiles,2018,26,337,ARG,14.9
Bolivia (Estado Plurinacional de),Nacional,Quintil 1,2000,26,,BOL,18
Bolivia (Estado Plurinacional de),Nacional,Quintil 2,2000,26,,BOL,25
Bolivia (Estado Plurinacional de),Nacional,Quintil 3,2000,26,,BOL,30.2
Bolivia (Estado Plurinacional de),Nacional,Quintil 4,2000,26,,BOL,23
Bolivia (Estado Plurinacional de),Nacional,Quintil 5,2000,26,,BOL,18.2
Bolivia (Estado Plurinacional de),Nacional,Total quintiles,2000,26,,BOL,22.6
Bolivia (Estado Plurinacional de),Rural,Quintil 1,2000,26,,BOL,13.7
Bolivia (Estado Plurinacional de),Rural,Quintil 2,2000,26,,BOL,18.7
Bolivia (Estado Plurinacional de),Rural,Quintil 3,2000,26,,BOL,19.4
Bolivia (Estado Plurinacional de),Rural,Quintil 4,2000,26,,BOL,25.4
Bolivia (Estado Plurinacional de),Rural,Quintil 5,2000,26,,BOL,25.8
Bolivia (Estado Plurinacional de),Rural,Total quintiles,2000,26,,BOL,20.7
Bolivia (Estado Plurinacional de),Urbana,Quintil 1,2000,26,,BOL,26
Bolivia (Estado Plurinacional de),Urbana,Quintil 2,2000,26,,BOL,31
Bolivia (Estado Plurinacional de),Urbana,Quintil 3,2000,26,,BOL,25.5
Bolivia (Estado Plurinacional de),Urbana,Quintil 4,2000,26,,BOL,21.4
Bolivia (Estado Plurinacional de),Urbana,Quintil 5,2000,26,,BOL,16.6
Bolivia (Estado Plurinacional de),Urbana,Total quintiles,2000,26,,BOL,23.5
Bolivia (Estado Plurinacional de),Nacional,Quintil 1,2001,26,,BOL,17.6
Bolivia (Estado Plurinacional de),Nacional,Quintil 2,2001,26,,BOL,25.7
Bolivia (Estado Plurinacional de),Nacional,Quintil 3,2001,26,,BOL,25.3
Bolivia (Estado Plurinacional de),Nacional,Quintil 4,2001,26,,BOL,20.1
Bolivia (Estado Plurinacional de),Nacional,Quintil 5,2001,26,,BOL,16.1
Bolivia (Estado Plurinacional de),Nacional,Total quintiles,2001,26,,BOL,20.7
Bolivia (Estado Plurinacional de),Rural,Quintil 1,2001,26,,BOL,14.8
Bolivia (Estado Plurinacional de),Rural,Quintil 2,2001,26,,BOL,16.2
Bolivia (Estado Plurinacional de),Rural,Quintil 3,2001,26,,BOL,21.3
Bolivia (Estado Plurinacional de),Rural,Quintil 4,2001,26,,BOL,22.6
Bolivia (Estado Plurinacional de),Rural,Quintil 5,2001,26,,BOL,20.9
Bolivia (Estado Plurinacional de),Rural,Total quintiles,2001,26,,BOL,19.4
Bolivia (Estado Plurinacional de),Urbana,Quintil 1,2001,26,,BOL,30.3
Bolivia (Estado Plurinacional de),Urbana,Quintil 2,2001,26,,BOL,24.3
Bolivia (Estado Plurinacional de),Urbana,Quintil 3,2001,26,,BOL,21.2
Bolivia (Estado Plurinacional de),Urbana,Quintil 4,2001,26,,BOL,19.2
Bolivia (Estado Plurinacional de),Urbana,Quintil 5,2001,26,,BOL,15.3
Bolivia (Estado Plurinacional de),Urbana,Total quintiles,2001,26,,BOL,21.4
Bolivia (Estado Plurinacional de),Nacional,Quintil 1,2002,26,,BOL,20.4
Bolivia (Estado Plurinacional de),Nacional,Quintil 2,2002,26,,BOL,26.1
Bolivia (Estado Plurinacional de),Nacional,Quintil 3,2002,26,,BOL,26.5
Bolivia (Estado Plurinacional de),Nacional,Quintil 4,2002,26,,BOL,24.1
Bolivia (Estado Plurinacional de),Nacional,Quintil 5,2002,26,,BOL,16.4
Bolivia (Estado Plurinacional de),Nacional,Total quintiles,2002,26,,BOL,22.4
Bolivia (Estado Plurinacional de),Rural,Quintil 1,2002,26,,BOL,17.8
Bolivia (Estado Plurinacional de),Rural,Quintil 2,2002,26,,BOL,17.1
Bolivia (Estado Plurinacional de),Rural,Quintil 3,2002,26,,BOL,19.1
Bolivia (Estado Plurinacional de),Rural,Quintil 4,2002,26,,BOL,26.7
Bolivia (Estado Plurinacional de),Rural,Quintil 5,2002,26,,BOL,28.3
Bolivia (Estado Plurinacional de),Rural,Total quintiles,2002,26,,BOL,22.2
Bolivia (Estado Plurinacional de),Urbana,Quintil 1,2002,26,,BOL,30.6
Bolivia (Estado Plurinacional de),Urbana,Quintil 2,2002,26,,BOL,26.7
Bolivia (Estado Plurinacional de),Urbana,Quintil 3,2002,26,,BOL,25.4
Bolivia (Estado Plurinacional de),Urbana,Quintil 4,2002,26,,BOL,19.7
Bolivia (Estado Plurinacional de),Urbana,Quintil 5,2002,26,,BOL,14.4
Bolivia (Estado Plurinacional de),Urbana,Total quintiles,2002,26,,BOL,22.6
Bolivia (Estado Plurinacional de),Nacional,Quintil 1,2004,26,,BOL,16.8
Bolivia (Estado Plurinacional de),Nacional,Quintil 2,2004,26,,BOL,25.4
Bolivia (Estado Plurinacional de),Nacional,Quintil 3,2004,26,,BOL,24.5
Bolivia (Estado Plurinacional de),Nacional,Quintil 4,2004,26,,BOL,23
Bolivia (Estado Plurinacional de),Nacional,Quintil 5,2004,26,,BOL,17.2
Bolivia (Estado Plurinacional de),Nacional,Total quintiles,2004,26,,BOL,21.3
Bolivia (Estado Plurinacional de),Rural,Quintil 1,2004,26,,BOL,14.3
Bolivia (Estado Plurinacional de),Rural,Quintil 2,2004,26,,BOL,16.1
Bolivia (Estado Plurinacional de),Rural,Quintil 3,2004,26,,BOL,18.2
Bolivia (Estado Plurinacional de),Rural,Quintil 4,2004,26,,BOL,20.7
Bolivia (Estado Plurinacional de),Rural,Quintil 5,2004,26,,BOL,18.2
Bolivia (Estado Plurinacional de),Rural,Total quintiles,2004,26,,BOL,17.7
Bolivia (Estado Plurinacional de),Urbana,Quintil 1,2004,26,,BOL,28
Bolivia (Estado Plurinacional de),Urbana,Quintil 2,2004,26,,BOL,26.9
Bolivia (Estado Plurinacional de),Urbana,Quintil 3,2004,26,,BOL,24.5
Bolivia (Estado Plurinacional de),Urbana,Quintil 4,2004,26,,BOL,21.3
Bolivia (Estado Plurinacional de),Urbana,Quintil 5,2004,26,,BOL,17.9
Bolivia (Estado Plurinacional de),Urbana,Total quintiles,2004,26,,BOL,23.2
Bolivia (Estado Plurinacional de),Nacional,Quintil 1,2005,26,,BOL,17.9
Bolivia (Estado Plurinacional de),Nacional,Quintil 2,2005,26,,BOL,21.3
Bolivia (Estado Plurinacional de),Nacional,Quintil 3,2005,26,,BOL,23.9
Bolivia (Estado Plurinacional de),Nacional,Quintil 4,2005,26,,BOL,22.4
Bolivia (Estado Plurinacional de),Nacional,Quintil 5,2005,26,,BOL,14.5
Bolivia (Estado Plurinacional de),Nacional,Total quintiles,2005,26,,BOL,19.8
Bolivia (Estado Plurinacional de),Rural,Quintil 1,2005,26,,BOL,10.4
Bolivia (Estado Plurinacional de),Rural,Quintil 2,2005,26,,BOL,12.7
Bolivia (Estado Plurinacional de),Rural,Quintil 3,2005,26,,BOL,14
Bolivia (Estado Plurinacional de),Rural,Quintil 4,2005,26,,BOL,16.6
Bolivia (Estado Plurinacional de),Rural,Quintil 5,2005,26,,BOL,20.2
Bolivia (Estado Plurinacional de),Rural,Total quintiles,2005,26,,BOL,15.1
Bolivia (Estado Plurinacional de),Urbana,Quintil 1,2005,26,,BOL,26.9
Bolivia (Estado Plurinacional de),Urbana,Quintil 2,2005,26,,BOL,30.5
Bolivia (Estado Plurinacional de),Urbana,Quintil 3,2005,26,,BOL,24.5
Bolivia (Estado Plurinacional de),Urbana,Quintil 4,2005,26,,BOL,19.9
Bolivia (Estado Plurinacional de),Urbana,Quintil 5,2005,26,,BOL,12.2
Bolivia (Estado Plurinacional de),Urbana,Total quintiles,2005,26,,BOL,22
Bolivia (Estado Plurinacional de),Nacional,Quintil 1,2006,26,,BOL,12.6
Bolivia (Estado Plurinacional de),Nacional,Quintil 2,2006,26,,BOL,20.4
Bolivia (Estado Plurinacional de),Nacional,Quintil 3,2006,26,,BOL,21.6
Bolivia (Estado Plurinacional de),Nacional,Quintil 4,2006,26,,BOL,20.8
Bolivia (Estado Plurinacional de),Nacional,Quintil 5,2006,26,,BOL,13.1
Bolivia (Estado Plurinacional de),Nacional,Total quintiles,2006,26,,BOL,17.6
Bolivia (Estado Plurinacional de),Rural,Quintil 1,2006,26,,BOL,9.1
Bolivia (Estado Plurinacional de),Rural,Quintil 2,2006,26,,BOL,8.5
Bolivia (Estado Plurinacional de),Rural,Quintil 3,2006,26,,BOL,15.8
Bolivia (Estado Plurinacional de),Rural,Quintil 4,2006,26,,BOL,24
Bolivia (Estado Plurinacional de),Rural,Quintil 5,2006,26,,BOL,14.8
Bolivia (Estado Plurinacional de),Rural,Total quintiles,2006,26,,BOL,15
Bolivia (Estado Plurinacional de),Urbana,Quintil 1,2006,26,,BOL,20.5
Bolivia (Estado Plurinacional de),Urbana,Quintil 2,2006,26,,BOL,23.7
Bolivia (Estado Plurinacional de),Urbana,Quintil 3,2006,26,,BOL,19.8
Bolivia (Estado Plurinacional de),Urbana,Quintil 4,2006,26,,BOL,21.4
Bolivia (Estado Plurinacional de),Urbana,Quintil 5,2006,26,,BOL,11
Bolivia (Estado Plurinacional de),Urbana,Total quintiles,2006,26,,BOL,18.9
Bolivia (Estado Plurinacional de),Nacional,Quintil 1,2007,26,,BOL,12.1
Bolivia (Estado Plurinacional de),Nacional,Quintil 2,2007,26,,BOL,21.4
Bolivia (Estado Plurinacional de),Nacional,Quintil 3,2007,26,,BOL,25.6
Bolivia (Estado Plurinacional de),Nacional,Quintil 4,2007,26,,BOL,21.7
Bolivia (Estado Plurinacional de),Nacional,Quintil 5,2007,26,,BOL,16.6
Bolivia (Estado Plurinacional de),Nacional,Total quintiles,2007,26,,BOL,19.4
Bolivia (Estado Plurinacional de),Rural,Quintil 1,2007,26,,BOL,3.6
Bolivia (Estado Plurinacional de),Rural,Quintil 2,2007,26,,BOL,12.1
Bolivia (Estado Plurinacional de),Rural,Quintil 3,2007,26,,BOL,18
Bolivia (Estado Plurinacional de),Rural,Quintil 4,2007,26,,BOL,19.2
Bolivia (Estado Plurinacional de),Rural,Quintil 5,2007,26,,BOL,13.2
Bolivia (Estado Plurinacional de),Rural,Total quintiles,2007,26,,BOL,13.1
Bolivia (Estado Plurinacional de),Urbana,Quintil 1,2007,26,,BOL,24.4
Bolivia (Estado Plurinacional de),Urbana,Quintil 2,2007,26,,BOL,27.8
Bolivia (Estado Plurinacional de),Urbana,Quintil 3,2007,26,,BOL,23.4
Bolivia (Estado Plurinacional de),Urbana,Quintil 4,2007,26,,BOL,22.6
Bolivia (Estado Plurinacional de),Urbana,Quintil 5,2007,26,,BOL,15.9
Bolivia (Estado Plurinacional de),Urbana,Total quintiles,2007,26,,BOL,22.4
Bolivia (Estado Plurinacional de),Nacional,Quintil 1,2008,26,,BOL,14.1
Bolivia (Estado Plurinacional de),Nacional,Quintil 2,2008,26,,BOL,24.4
Bolivia (Estado Plurinacional de),Nacional,Quintil 3,2008,26,,BOL,21.3
Bolivia (Estado Plurinacional de),Nacional,Quintil 4,2008,26,,BOL,18.3
Bolivia (Estado Plurinacional de),Nacional,Quintil 5,2008,26,,BOL,12.8
Bolivia (Estado Plurinacional de),Nacional,Total quintiles,2008,26,,BOL,18.1
Bolivia (Estado Plurinacional de),Rural,Quintil 1,2008,26,,BOL,9.5
Bolivia (Estado Plurinacional de),Rural,Quintil 2,2008,26,,BOL,12.8
Bolivia (Estado Plurinacional de),Rural,Quintil 3,2008,26,,BOL,16.8
Bolivia (Estado Plurinacional de),Rural,Quintil 4,2008,26,,BOL,22.1
Bolivia (Estado Plurinacional de),Rural,Quintil 5,2008,26,,BOL,12.8
Bolivia (Estado Plurinacional de),Rural,Total quintiles,2008,26,,BOL,15.1
Bolivia (Estado Plurinacional de),Urbana,Quintil 1,2008,26,,BOL,28.2
Bolivia (Estado Plurinacional de),Urbana,Quintil 2,2008,26,,BOL,22.7
Bolivia (Estado Plurinacional de),Urbana,Quintil 3,2008,26,,BOL,18.5
Bolivia (Estado Plurinacional de),Urbana,Quintil 4,2008,26,,BOL,17.5
Bolivia (Estado Plurinacional de),Urbana,Quintil 5,2008,26,,BOL,13.6
Bolivia (Estado Plurinacional de),Urbana,Total quintiles,2008,26,,BOL,19.5
Bolivia (Estado Plurinacional de),Nacional,Quintil 1,2009,26,,BOL,18.7
Bolivia (Estado Plurinacional de),Nacional,Quintil 2,2009,26,,BOL,21.2
Bolivia (Estado Plurinacional de),Nacional,Quintil 3,2009,26,,BOL,20.4
Bolivia (Estado Plurinacional de),Nacional,Quintil 4,2009,26,,BOL,17.8
Bolivia (Estado Plurinacional de),Nacional,Quintil 5,2009,26,,BOL,14.2
Bolivia (Estado Plurinacional de),Nacional,Total quintiles,2009,26,,BOL,18.3
Bolivia (Estado Plurinacional de),Rural,Quintil 1,2009,26,,BOL,13.6
Bolivia (Estado Plurinacional de),Rural,Quintil 2,2009,26,,BOL,15.5
Bolivia (Estado Plurinacional de),Rural,Quintil 3,2009,26,,BOL,15.3
Bolivia (Estado Plurinacional de),Rural,Quintil 4,2009,26,,BOL,17.6
Bolivia (Estado Plurinacional de),Rural,Quintil 5,2009,26,,BOL,14.2
Bolivia (Estado Plurinacional de),Rural,Total quintiles,2009,26,,BOL,15.3
Bolivia (Estado Plurinacional de),Urbana,Quintil 1,2009,26,,BOL,27
Bolivia (Estado Plurinacional de),Urbana,Quintil 2,2009,26,,BOL,21.8
Bolivia (Estado Plurinacional de),Urbana,Quintil 3,2009,26,,BOL,20.5
Bolivia (Estado Plurinacional de),Urbana,Quintil 4,2009,26,,BOL,18.2
Bolivia (Estado Plurinacional de),Urbana,Quintil 5,2009,26,,BOL,12.9
Bolivia (Estado Plurinacional de),Urbana,Total quintiles,2009,26,,BOL,19.6
Bolivia (Estado Plurinacional de),Nacional,Quintil 1,2011,26,,BOL,15.7
Bolivia (Estado Plurinacional de),Nacional,Quintil 2,2011,26,,BOL,23.5
Bolivia (Estado Plurinacional de),Nacional,Quintil 3,2011,26,,BOL,24.2
Bolivia (Estado Plurinacional de),Nacional,Quintil 4,2011,26,,BOL,19.7
Bolivia (Estado Plurinacional de),Nacional,Quintil 5,2011,26,,BOL,14.2
Bolivia (Estado Plurinacional de),Nacional,Total quintiles,2011,26,,BOL,19.4
Bolivia (Estado Plurinacional de),Rural,Quintil 1,2011,26,,BOL,5.9
Bolivia (Estado Plurinacional de),Rural,Quintil 2,2011,26,,BOL,11.9
Bolivia (Estado Plurinacional de),Rural,Quintil 3,2011,26,,BOL,16
Bolivia (Estado Plurinacional de),Rural,Quintil 4,2011,26,,BOL,17.7
Bolivia (Estado Plurinacional de),Rural,Quintil 5,2011,26,,BOL,15.1
Bolivia (Estado Plurinacional de),Rural,Total quintiles,2011,26,,BOL,13.6
Bolivia (Estado Plurinacional de),Urbana,Quintil 1,2011,26,,BOL,30.2
Bolivia (Estado Plurinacional de),Urbana,Quintil 2,2011,26,,BOL,27.7
Bolivia (Estado Plurinacional de),Urbana,Quintil 3,2011,26,,BOL,22.6
Bolivia (Estado Plurinacional de),Urbana,Quintil 4,2011,26,,BOL,17.6
Bolivia (Estado Plurinacional de),Urbana,Quintil 5,2011,26,,BOL,14
Bolivia (Estado Plurinacional de),Urbana,Total quintiles,2011,26,,BOL,21.8
Bolivia (Estado Plurinacional de),Nacional,Quintil 1,2012,26,,BOL,22
Bolivia (Estado Plurinacional de),Nacional,Quintil 2,2012,26,,BOL,25.8
Bolivia (Estado Plurinacional de),Nacional,Quintil 3,2012,26,,BOL,25.8
Bolivia (Estado Plurinacional de),Nacional,Quintil 4,2012,26,,BOL,18
Bolivia (Estado Plurinacional de),Nacional,Quintil 5,2012,26,,BOL,13.7
Bolivia (Estado Plurinacional de),Nacional,Total quintiles,2012,26,,BOL,20.7
Bolivia (Estado Plurinacional de),Rural,Quintil 1,2012,26,,BOL,16.6
Bolivia (Estado Plurinacional de),Rural,Quintil 2,2012,26,,BOL,18.1
Bolivia (Estado Plurinacional de),Rural,Quintil 3,2012,26,,BOL,21.5
Bolivia (Estado Plurinacional de),Rural,Quintil 4,2012,26,,BOL,24.5
Bolivia (Estado Plurinacional de),Rural,Quintil 5,2012,26,,BOL,18.1
Bolivia (Estado Plurinacional de),Rural,Total quintiles,2012,26,,BOL,19.9
Bolivia (Estado Plurinacional de),Urbana,Quintil 1,2012,26,,BOL,29.4
Bolivia (Estado Plurinacional de),Urbana,Quintil 2,2012,26,,BOL,26.8
Bolivia (Estado Plurinacional de),Urbana,Quintil 3,2012,26,,BOL,22.1
Bolivia (Estado Plurinacional de),Urbana,Quintil 4,2012,26,,BOL,17.1
Bolivia (Estado Plurinacional de),Urbana,Quintil 5,2012,26,,BOL,12.7
Bolivia (Estado Plurinacional de),Urbana,Total quintiles,2012,26,,BOL,21
Bolivia (Estado Plurinacional de),Nacional,Quintil 1,2013,26,,BOL,17.6
Bolivia (Estado Plurinacional de),Nacional,Quintil 2,2013,26,,BOL,25.9
Bolivia (Estado Plurinacional de),Nacional,Quintil 3,2013,26,,BOL,23.1
Bolivia (Estado Plurinacional de),Nacional,Quintil 4,2013,26,,BOL,21.5
Bolivia (Estado Plurinacional de),Nacional,Quintil 5,2013,26,,BOL,14.6
Bolivia (Estado Plurinacional de),Nacional,Total quintiles,2013,26,,BOL,20.4
Bolivia (Estado Plurinacional de),Rural,Quintil 1,2013,26,,BOL,11.1
Bolivia (Estado Plurinacional de),Rural,Quintil 2,2013,26,,BOL,15.7
Bolivia (Estado Plurinacional de),Rural,Quintil 3,2013,26,,BOL,16.5
Bolivia (Estado Plurinacional de),Rural,Quintil 4,2013,26,,BOL,24
Bolivia (Estado Plurinacional de),Rural,Quintil 5,2013,26,,BOL,21.1
Bolivia (Estado Plurinacional de),Rural,Total quintiles,2013,26,,BOL,18
Bolivia (Estado Plurinacional de),Urbana,Quintil 1,2013,26,,BOL,29.1
Bolivia (Estado Plurinacional de),Urbana,Quintil 2,2013,26,,BOL,25.1
Bolivia (Estado Plurinacional de),Urbana,Quintil 3,2013,26,,BOL,22.2
Bolivia (Estado Plurinacional de),Urbana,Quintil 4,2013,26,,BOL,19.3
Bolivia (Estado Plurinacional de),Urbana,Quintil 5,2013,26,,BOL,13.6
Bolivia (Estado Plurinacional de),Urbana,Total quintiles,2013,26,,BOL,21.4
Bolivia (Estado Plurinacional de),Nacional,Quintil 1,2014,26,,BOL,16.9
Bolivia (Estado Plurinacional de),Nacional,Quintil 2,2014,26,,BOL,25
Bolivia (Estado Plurinacional de),Nacional,Quintil 3,2014,26,,BOL,24.8
Bolivia (Estado Plurinacional de),Nacional,Quintil 4,2014,26,,BOL,17.4
Bolivia (Estado Plurinacional de),Nacional,Quintil 5,2014,26,,BOL,14
Bolivia (Estado Plurinacional de),Nacional,Total quintiles,2014,26,,BOL,19.4
Bolivia (Estado Plurinacional de),Rural,Quintil 1,2014,26,,BOL,9.6
Bolivia (Estado Plurinacional de),Rural,Quintil 2,2014,26,,BOL,13.3
Bolivia (Estado Plurinacional de),Rural,Quintil 3,2014,26,,BOL,15.6
Bolivia (Estado Plurinacional de),Rural,Quintil 4,2014,26,,BOL,18.2
Bolivia (Estado Plurinacional de),Rural,Quintil 5,2014,26,,BOL,15.6
Bolivia (Estado Plurinacional de),Rural,Total quintiles,2014,26,,BOL,14.6
Bolivia (Estado Plurinacional de),Urbana,Quintil 1,2014,26,,BOL,30.5
Bolivia (Estado Plurinacional de),Urbana,Quintil 2,2014,26,,BOL,27.4
Bolivia (Estado Plurinacional de),Urbana,Quintil 3,2014,26,,BOL,23.3
Bolivia (Estado Plurinacional de),Urbana,Quintil 4,2014,26,,BOL,15.4
Bolivia (Estado Plurinacional de),Urbana,Quintil 5,2014,26,,BOL,13.3
Bolivia (Estado Plurinacional de),Urbana,Total quintiles,2014,26,,BOL,21.4
Bolivia (Estado Plurinacional de),Nacional,Quintil 1,2015,26,,BOL,26.8
Bolivia (Estado Plurinacional de),Nacional,Quintil 2,2015,26,,BOL,30.2
Bolivia (Estado Plurinacional de),Nacional,Quintil 3,2015,26,,BOL,28
Bolivia (Estado Plurinacional de),Nacional,Quintil 4,2015,26,,BOL,22.7
Bolivia (Estado Plurinacional de),Nacional,Quintil 5,2015,26,,BOL,13.8
Bolivia (Estado Plurinacional de),Nacional,Total quintiles,2015,26,,BOL,23.8
Bolivia (Estado Plurinacional de),Rural,Quintil 1,2015,26,,BOL,23.4
Bolivia (Estado Plurinacional de),Rural,Quintil 2,2015,26,,BOL,23.4
Bolivia (Estado Plurinacional de),Rural,Quintil 3,2015,26,,BOL,22.4
Bolivia (Estado Plurinacional de),Rural,Quintil 4,2015,26,,BOL,24.7
Bolivia (Estado Plurinacional de),Rural,Quintil 5,2015,26,,BOL,20.2
Bolivia (Estado Plurinacional de),Rural,Total quintiles,2015,26,,BOL,22.8
Bolivia (Estado Plurinacional de),Urbana,Quintil 1,2015,26,,BOL,35
